,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
81823,34319215,09/14/2016 12:00:00 AM,09/28/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11691,22-51 DIX AVENUE,DIX AVENUE,,,,,LATLONG,FAR ROCKAWAY,,,Closed,10/14/2016 10:05:37 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/28/2016 12:00:00 AM,Unspecified QUEENS,QUEENS,1051806.0,160309.0,Unspecified,QUEENS,,,,,,,,40.60643000848512,-73.75670368589435,"(40.60643000848512, -73.75670368589435)"
81825,34319348,09/14/2016 12:00:00 AM,09/19/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10473,1217 HARDING PARK,HARDING PARK,,,,,LATLONG,BRONX,,,Closed,10/14/2016 07:38:27 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/19/2016 12:00:00 AM,Unspecified BRONX,BRONX,1023546.0,234141.0,Unspecified,BRONX,,,,,,,,40.80925139644508,-73.85804817510484,"(40.80925139644508, -73.85804817510484)"
81826,34319349,09/14/2016 12:00:00 AM,09/21/2016 03:16:44 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11221,448 MADISON STREET,MADISON STREET,THROOP AVENUE,MARCUS GARVEY BOULEVARD,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 07:18:16 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/21/2016 03:16:44 PM,03 BROOKLYN,BROOKLYN,1000835.0,189176.0,Unspecified,BROOKLYN,,,,,,,,40.68590565177606,-73.94019963124177,"(40.68590565177606, -73.94019963124177)"
81827,34319356,09/14/2016 12:00:00 AM,09/14/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10035,30 EAST 126TH STREET,EAST 126TH STREET,,,,,LATLONG,NEW YORK,,,Closed,10/14/2016 08:25:14 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2016 08:29:07 PM,Unspecified MANHATTAN,MANHATTAN,1000655.0,233076.0,Unspecified,MANHATTAN,,,,,,,,40.806400426930814,-73.94074157420522,"(40.806400426930814, -73.94074157420522)"
81828,34319357,09/14/2016 12:00:00 AM,09/14/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11226,83 EAST 18TH STREET,EAST 18TH STREET,,,,,LATLONG,BROOKLYN,,,Closed,10/14/2016 09:54:22 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2016 09:56:48 PM,Unspecified BROOKLYN,BROOKLYN,994596.0,175739.0,Unspecified,BROOKLYN,,,,,,,,40.64903357427104,-73.962716149193,"(40.64903357427104, -73.962716149193)"
81829,34319358,09/14/2016 12:00:00 AM,09/23/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10310,112 TAYLOR STREET,TAYLOR STREET,TRINITY PLACE,PARIS COURT,,,ADDRESS,STATEN ISLAND,,,Closed,10/14/2016 08:57:42 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/23/2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,950012.0,171086.0,Unspecified,STATEN ISLAND,,,,,,,,40.636201961023936,-74.12335969550297,"(40.63620196102394, -74.12335969550297)"
81830,34319359,09/14/2016 12:00:00 AM,09/22/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206,13 HUMBOLDT STREET,HUMBOLDT STREET,FLUSHING AVENUE,DEBEVOISE STREET,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 07:06:29 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/22/2016 12:00:00 AM,01 BROOKLYN,BROOKLYN,1000745.0,194865.0,Unspecified,BROOKLYN,,,,,,,,40.701520804453814,-73.94051021243463,"(40.701520804453814, -73.94051021243463)"
81831,34319360,09/14/2016 12:00:00 AM,09/28/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11217,702 DEGRAW STREET,DEGRAW STREET,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 05:19:06 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/28/2016 12:00:00 AM,06 BROOKLYN,BROOKLYN,989635.0,186309.0,Unspecified,BROOKLYN,,,,,,,,40.67805028935088,-73.98058564774088,"(40.67805028935088, -73.98058564774088)"
81832,34319413,09/14/2016 12:00:00 AM,09/23/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11385,5-12 GRANDVIEW AVENUE,GRANDVIEW AVENUE,GREENE AVENUE,BLEECKER STREET,,,ADDRESS,Ridgewood,,,Closed,10/14/2016 10:03:47 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/23/2016 08:25:43 AM,05 QUEENS,QUEENS,1009891.0,197816.0,Unspecified,QUEENS,,,,,,,,40.7095988245015,-73.90751363058929,"(40.7095988245015, -73.9075136305893)"
81833,34319420,09/14/2016 12:00:00 AM,09/20/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,10026,214 WEST  116 STREET,WEST  116 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,,Closed,10/14/2016 11:20:08 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2016 12:00:00 AM,10 MANHATTAN,MANHATTAN,997174.0,232033.0,Unspecified,MANHATTAN,,,,,,,,40.80354345708361,-73.9533177079324,"(40.80354345708362, -73.9533177079324)"
81834,34319421,09/14/2016 12:00:00 AM,09/15/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,11237,1350 GREENE AVENUE,GREENE AVENUE,,,,,LATLONG,BROOKLYN,,,Closed,10/14/2016 02:41:46 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/15/2016 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1006915.0,193989.0,Unspecified,BROOKLYN,,,,,,,,40.69910273808651,-73.91826085340232,"(40.69910273808651, -73.91826085340232)"
81835,34319435,09/14/2016 12:00:00 AM,10/03/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,10314,1 PIERPONT PLACE,PIERPONT PLACE,,,,,LATLONG,STATEN ISLAND,,,Closed,10/14/2016 09:16:46 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/03/2016 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,941487.0,151048.0,Unspecified,STATEN ISLAND,,,,,,,,40.58116479088642,-74.15394837567021,"(40.58116479088642, -74.15394837567021)"
81836,34319456,09/14/2016 12:00:00 AM,09/19/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11235,2628-2750 E 16TH ST,E 16TH ST,,,,,LATLONG,BROOKLYN,,,Closed,10/14/2016 07:24:34 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/19/2016 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,997316.0,152644.0,Unspecified,BROOKLYN,,,,,,,,40.58563900638928,-73.95295878913592,"(40.58563900638928, -73.95295878913592)"
81837,34319457,09/14/2016 12:00:00 AM,09/23/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11377,,,,,67 STREET,LAUREL HILL BOULEVARD,INTERSECTION,Woodside,,,Closed,10/14/2016 09:58:48 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/23/2016 11:00:10 AM,02 QUEENS,QUEENS,1012612.0,208837.0,Unspecified,QUEENS,,,,,,,,40.739840470759866,-73.8976526220672,"(40.739840470759866, -73.89765262206721)"
81838,34319694,09/14/2016 12:00:00 AM,09/17/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11420,135-11 116 AVENUE,116 AVENUE,135 STREET,I 678,,,ADDRESS,South Ozone Park,,,Closed,10/14/2016 01:02:47 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/17/2016 12:00:00 AM,10 QUEENS,QUEENS,1038274.0,186754.0,Unspecified,QUEENS,,,,,,,,40.67910849575307,-73.80522591180018,"(40.67910849575307, -73.80522591180018)"
81839,34319882,09/14/2016 12:00:00 AM,09/21/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10128,350 EAST   89 STREET,EAST   89 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,,Closed,10/14/2016 09:10:03 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/21/2016 12:00:00 AM,08 MANHATTAN,MANHATTAN,998335.0,223199.0,Unspecified,MANHATTAN,,,,,,,,40.77929473627133,-73.94914263036691,"(40.77929473627133, -73.94914263036691)"
81840,34319951,09/14/2016 12:00:00 AM,09/14/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10014,43 JANE STREET,JANE STREET,,,,,LATLONG,NEW YORK,,,Closed,10/14/2016 09:12:31 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2016 09:17:56 PM,Unspecified MANHATTAN,MANHATTAN,982943.0,208266.0,Unspecified,MANHATTAN,,,,,,,,40.73831859830857,-74.00471634360048,"(40.73831859830857, -74.00471634360049)"
81843,34320221,09/14/2016 12:00:00 AM,09/22/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11205,,,,,CLERMONT AVENUE,DEKALB AVENUE,INTERSECTION,BROOKLYN,,,Closed,10/14/2016 05:26:46 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/22/2016 12:00:00 AM,02 BROOKLYN,BROOKLYN,992533.0,190484.0,Unspecified,BROOKLYN,,,,,,,,40.6895074741655,-73.97013245812241,"(40.6895074741655, -73.9701324581224)"
81844,34320264,09/14/2016 12:00:00 AM,09/26/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10472,1171 MORRISON AVENUE,MORRISON AVENUE,WATSON AVENUE,HARROD PLACE,,,ADDRESS,BRONX,,,Closed,10/14/2016 02:14:37 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/26/2016 12:00:00 AM,09 BRONX,BRONX,1019033.0,241125.0,Unspecified,BRONX,,,,,,,,40.82843941166401,-73.87431459387389,"(40.82843941166401, -73.87431459387389)"
81845,34320354,09/14/2016 12:00:00 AM,09/14/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10463,3025 GODWIN TERRACE,GODWIN TERRACE,KIMBERLY PLACE,WEST 231 STREET,,,ADDRESS,BRONX,,,Closed,10/14/2016 07:32:07 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2016 07:39:06 PM,08 BRONX,BRONX,1010086.0,259291.0,Unspecified,BRONX,,,,,,,,40.87833035031833,-73.90657377788568,"(40.87833035031833, -73.90657377788568)"
81846,34320363,09/14/2016 12:00:00 AM,09/14/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11238,683 DEAN STREET,DEAN STREET,VANDERBILT AVENUE,UNDERHILL AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 08:50:34 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2016 08:53:33 PM,08 BROOKLYN,BROOKLYN,993316.0,187043.0,Unspecified,BROOKLYN,,,,,,,,40.68006194837203,-73.96731368066176,"(40.68006194837202, -73.96731368066177)"
81847,34320403,09/14/2016 12:00:00 AM,09/14/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025,300 WEST 107TH STREET,WEST 107TH STREET,,,,,LATLONG,NEW YORK,,,Closed,10/14/2016 04:23:02 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2016 04:31:13 PM,Unspecified MANHATTAN,MANHATTAN,992984.0,231583.0,Unspecified,MANHATTAN,,,,,,,,40.80231346591775,-73.96845283237077,"(40.80231346591775, -73.96845283237077)"
81848,34320417,09/14/2016 12:00:00 AM,09/22/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11219,1355 65 STREET,65 STREET,13 AVENUE,14 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 07:20:00 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/22/2016 12:00:00 AM,10 BROOKLYN,BROOKLYN,984157.0,167082.0,Unspecified,BROOKLYN,,,,,,,,40.62527799791937,-74.00033502453913,"(40.62527799791937, -74.00033502453913)"
81849,34320459,09/14/2016 12:00:00 AM,09/21/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11205,297 CLIFTON PLACE,CLIFTON PLACE,,,,,LATLONG,BROOKLYN,,,Closed,10/14/2016 06:59:16 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/21/2016 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,997670.0,190399.0,Unspecified,BROOKLYN,,,,,,,,40.6892678704006,-73.95160920146131,"(40.68926787040059, -73.95160920146132)"
81850,34320469,09/14/2016 12:00:00 AM,09/19/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11215,521 12 STREET,12 STREET,8 AVENUE,PROSPECT PARK WEST,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 12:04:20 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/19/2016 12:00:00 AM,06 BROOKLYN,BROOKLYN,990114.0,180848.0,Unspecified,BROOKLYN,,,,,,,,40.66306076191165,-73.97886347649404,"(40.66306076191165, -73.97886347649404)"
81851,34320470,09/14/2016 12:00:00 AM,09/21/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10472,2147 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,OLMSTEAD AVENUE,CASTLE HILL AVENUE,,,ADDRESS,BRONX,,,Closed,10/14/2016 11:49:48 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/21/2016 12:00:00 AM,09 BRONX,BRONX,1025312.0,240752.0,Unspecified,BRONX,,,,,,,,40.827388675138884,-73.85162828547841,"(40.82738867513888, -73.85162828547841)"
81852,34320471,09/14/2016 12:00:00 AM,09/15/2016 11:35:21 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11208,304 ESSEX STREET,ESSEX STREET,ATLANTIC AVENUE,LIBERTY AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 01:59:02 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/15/2016 11:35:21 AM,05 BROOKLYN,BROOKLYN,1016858.0,185909.0,Unspecified,BROOKLYN,,,,,,,,40.67689396055137,-73.88244152147072,"(40.67689396055137, -73.88244152147072)"
81853,34320548,09/14/2016 12:00:00 AM,09/28/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031,569 WEST  150 STREET,WEST  150 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,,Closed,10/14/2016 09:12:08 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/28/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,998894.0,241368.0,Unspecified,MANHATTAN,,,,,,,,40.829162727423785,-73.94708459374114,"(40.82916272742378, -73.94708459374114)"
81854,34320549,09/14/2016 12:00:00 AM,09/20/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11212,537 HERZL STREET,HERZL STREET,LOTT AVENUE,HEGEMAN AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 01:51:51 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2016 12:00:00 AM,16 BROOKLYN,BROOKLYN,1008606.0,178462.0,Unspecified,BROOKLYN,,,,,,,,40.65648016287966,-73.91221854257003,"(40.65648016287966, -73.91221854257003)"
81856,34320732,09/14/2016 12:00:00 AM,09/19/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11225,392 FENIMORE STREET,FENIMORE STREET,NOSTRAND AVENUE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 05:44:29 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/19/2016 12:00:00 AM,09 BROOKLYN,BROOKLYN,998297.0,179281.0,Unspecified,BROOKLYN,,,,,,,,40.65875049227893,-73.9493714912162,"(40.658750492278934, -73.94937149121621)"
81857,34320733,09/14/2016 12:00:00 AM,09/16/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11212,148 AMBOY STREET,AMBOY STREET,PITKIN AVENUE,SUTTER AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 03:10:21 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/16/2016 12:00:00 AM,16 BROOKLYN,BROOKLYN,1008103.0,182350.0,Unspecified,BROOKLYN,,,,,,,,40.667153228364526,-73.91401764924147,"(40.667153228364526, -73.91401764924147)"
81858,34320859,09/14/2016 12:00:00 AM,09/16/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11212,150 AMBOY STREET,AMBOY STREET,PITKIN AVENUE,SUTTER AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 03:01:37 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/16/2016 12:00:00 AM,16 BROOKLYN,BROOKLYN,1008105.0,182337.0,Unspecified,BROOKLYN,,,,,,,,40.667117540886274,-73.91401048589363,"(40.66711754088627, -73.91401048589363)"
81859,34320916,09/14/2016 12:00:00 AM,09/14/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10465,2887 PHILIP AVENUE,PHILIP AVENUE,REVERE AVENUE,EAST TREMONT AVENUE,,,ADDRESS,BRONX,,,Closed,10/14/2016 04:40:29 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2016 04:47:21 PM,10 BRONX,BRONX,1032928.0,240850.0,Unspecified,BRONX,,,,,,,,40.82761896647347,-73.82410830655374,"(40.827618966473466, -73.82410830655373)"
81863,34321422,09/14/2016 12:00:00 AM,09/23/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Building,10457,250 MT HOPE PLACE,MT HOPE PLACE,MONROE AVENUE,ANTHONY AVENUE,,,ADDRESS,BRONX,,,Closed,10/14/2016 03:11:51 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/23/2016 12:00:00 AM,05 BRONX,BRONX,1010591.0,248292.0,Unspecified,BRONX,,,,,,,,40.84813994536624,-73.90479086581608,"(40.848139945366235, -73.90479086581608)"
81864,34321447,09/14/2016 12:00:00 AM,09/21/2016 09:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11236,125 EAST   89 STREET,EAST   89 STREET,AVENUE A,AVENUE B,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 11:52:48 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/21/2016 09:00:00 AM,17 BROOKLYN,BROOKLYN,1006917.0,176151.0,Unspecified,BROOKLYN,,,,,,,,40.65014145936573,-73.91831363070442,"(40.65014145936573, -73.91831363070442)"
81865,34321450,09/14/2016 12:00:00 AM,09/14/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10457,1565 SELWYN AVENUE,SELWYN AVENUE,EAST 172 STREET,EAST MT EDEN AVENUE,,,ADDRESS,BRONX,,,Closed,10/14/2016 07:35:50 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2016 08:21:17 AM,04 BRONX,BRONX,1009010.0,246081.0,Unspecified,BRONX,,,,,,,,40.84207597749033,-73.9105135255664,"(40.84207597749033, -73.9105135255664)"
81866,34321451,09/14/2016 12:00:00 AM,09/17/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Mixed Use Building,11414,149-11 83 STREET,83 STREET,149 AVENUE,151 AVENUE,,,ADDRESS,Howard Beach,,,Closed,10/14/2016 11:57:55 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/17/2016 12:00:00 AM,10 QUEENS,QUEENS,1025310.0,183057.0,Unspecified,QUEENS,,,,,,,,40.66903070333672,-73.85198776625026,"(40.66903070333673, -73.85198776625026)"
81867,34321452,09/14/2016 12:00:00 AM,09/22/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11103,42-20 25 AVENUE,25 AVENUE,42 STREET,43 STREET,,,ADDRESS,Astoria,,,Closed,10/14/2016 10:21:12 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/22/2016 12:00:00 AM,01 QUEENS,QUEENS,1009219.0,218760.0,Unspecified,QUEENS,,,,,,,,40.767086803956964,-73.90985977656169,"(40.76708680395697, -73.90985977656169)"
81868,34321454,09/14/2016 12:00:00 AM,09/18/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10473,,,,,OLMSTEAD AVENUE,BRUCKNER BOULEVARD,INTERSECTION,BRONX,,,Closed,10/14/2016 11:26:37 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/18/2016 12:00:00 AM,Unspecified BRONX,BRONX,1024954.0,240421.0,Unspecified,BRONX,,,,,,,,40.82648183286364,-73.85292387339662,"(40.826481832863635, -73.85292387339663)"
81869,34321457,09/14/2016 12:00:00 AM,09/23/2016 03:18:16 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10002,155 NORFOLK STREET,NORFOLK STREET,,,,,LATLONG,NEW YORK,,,Closed,10/14/2016 11:22:02 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/23/2016 03:18:16 PM,Unspecified MANHATTAN,MANHATTAN,987980.0,201792.0,Unspecified,MANHATTAN,,,,,,,,40.72054836083261,-73.9865437864573,"(40.72054836083261, -73.98654378645732)"
81870,34321469,09/14/2016 12:00:00 AM,09/20/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11429,110-48 213 STREET,213 STREET,BRINKERHOFF AVENUE,112 AVENUE,,,ADDRESS,Queens Village,,,Closed,10/14/2016 04:38:11 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2016 12:00:00 AM,13 QUEENS,QUEENS,1055207.0,197169.0,Unspecified,QUEENS,,,,,,,,40.7075756007648,-73.74406753835805,"(40.7075756007648, -73.74406753835807)"
